3966	9104	0.13691539142239212
3820	2816	0.21700576117605055
6178	5253	0.13691539142239212
102	137	0.21700576117605055
3966	298	0.13691539142239212
2958	6020	0.13691539142239212
3970	8912	0.13691539142239212
5717	5130	0.13691539142239212
4532	9307	0.13691539142239212
750	1135	0.13691539142239212
748	298	0.13691539142239212
1842	4065	0.13691539142239212
2839	7764	0.13691539142239212
2090	2003	0.13691539142239212
4051	784	0.13691539142239212
6225	9899	0.13691539142239212
24	3647	0.13691539142239212
24	3781	0.13691539142239212
24	3385	0.13691539142239212
3966	7239	0.13691539142239212
779	7292	0.13691539142239212
52	748	0.13691539142239212
2834	8028	0.13691539142239212
1858	3899	0.13691539142239212
1133	6870	0.13691539142239212
1885	226	0.13691539142239212
1133	7004	0.13691539142239212
305	980	0.13691539142239212
6142	6385	0.13691539142239212
2955	6304	0.13691539142239212
6186	2212	0.13691539142239212
6142	5727	0.13691539142239212
1830	3960	0.13691539142239212
2840	6015	0.13691539142239212
638	196	0.13691539142239212
2969	5831	0.13691539142239212
4660	7848	0.13691539142239212
7608	6641	0.13691539142239212
2400	4152	0.13691539142239212
3809	1546	0.13691539142239212
2959	7220	0.13691539142239212
291	434	0.13691539142239212
7197	5091	0.21700576117605055
8323	5059	0.13691539142239212
2047	6007	0.13691539142239212
1623	5891	0.21700576117605055
23	3037	0.13691539142239212
5248	5556	0.13691539142239212
24	3811	0.13691539142239212
24	3415	0.13691539142239212
23	2379	0.13691539142239212
24	3549	0.13691539142239212
270	2941	0.6718288465645951
2841	4791	0.13691539142239212
2959	4959	0.13691539142239212
72	365	0.21700576117605055
128	5298	0.13691539142239212
1840	2601	0.13691539142239212
1133	7034	0.13691539142239212
291	799	0.21700576117605055
2959	4697	0.13691539142239212
99	5424	0.13691539142239212
23	380	0.13691539142239212
2840	6045	0.13691539142239212
120	4866	0.13691539142239212
1840	602	0.13691539142239212
2955	4731	0.13691539142239212
30	1933	0.13691539142239212
1858	1802	0.13691539142239212
6377	2104	0.13691539142239212
2642	8830	0.27383078284478424
22	318	0.13691539142239212
1872	746	0.13691539142239212
2047	6299	0.13691539142239212
291	464	0.13691539142239212
7038	7587	0.13691539142239212
1451	5716	0.13691539142239212
1872	222	0.13691539142239212
305	717	0.21700576117605055
9210	6663	0.13691539142239212
23	3067	0.13691539142239212
4552	5639	0.13691539142239212
2968	2826	0.13691539142239212
24	3841	0.13691539142239212
1843	348	0.13691539142239212
2841	5217	0.13691539142239212
24	3579	0.13691539142239212
24	3183	0.13691539142239212
365	4276	0.13691539142239212
2841	4955	0.13691539142239212
2955	2208	0.13691539142239212
3966	6775	0.13691539142239212
2959	5385	0.13691539142239212
226	6036	0.13691539142239212
5869	8070	0.13691539142239212
1745	1534	0.13691539142239212
2961	3564	0.13691539142239212
1863	1306	0.13691539142239212
41	1610	0.13691539142239212
4083	4298	0.13691539142239212
5715	2093	0.13691539142239212
24	1318	0.13691539142239212
120	5292	0.13691539142239212
1873	314	0.13691539142239212
1840	1028	0.13691539142239212
51	222	0.13691539142239212
128	2933	0.13691539142239212
466	1757	0.13691539142239212
2300	2929	0.13691539142239212
28	730	0.13691539142239212
778	2838	0.384370098015096
1133	4407	0.13691539142239212
1872	514	0.13691539142239212
5714	2031	0.13691539142239212
5714	2165	0.13691539142239212
1872	252	0.13691539142239212
1949	3359	0.13691539142239212
2968	3118	0.13691539142239212
2843	5559	0.13691539142239212
144	586	0.13691539142239212
23	3097	0.13691539142239212
1843	774	0.13691539142239212
365	2118	0.21700576117605055
