Entry	WormBase	Gene Names	Organism
A0A0K3AT80	C23F12.1j;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
A0A0K3AT86	C23F12.1o;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
A0A0K3AT91	C40C9.5h;	nlg-1 C40C9.5 CELE_C40C9.5	Caenorhabditis elegans
A0A0K3AT95	F22H10.11;	CELE_F22H10.11 F22H10.11	Caenorhabditis elegans
A0A0K3ATA5	F52E10.4d;	CELE_F52E10.4 F52E10.4	Caenorhabditis elegans
A0A0K3ATC0	H13N06.6c;	tbh-1 CELE_H13N06.6 H13N06.6	Caenorhabditis elegans
A0A0K3ATD0	T03G11.1c;	pqn-62 CELE_T03G11.1 T03G11.1	Caenorhabditis elegans
A0A0K3ATK8	F25H5.1h;	lim-9 CELE_F25H5.1 F25H5.1	Caenorhabditis elegans
A0A0K3ATL3	K07A12.5b;	CELE_K07A12.5 K07A12.5	Caenorhabditis elegans
A0A0K3ATL6	Y105E8A.25a;	rhgf-3 CELE_Y105E8A.25 Y105E8A.25	Caenorhabditis elegans
A0A0K3ATM4	C46H11.11c;	fhod-1 C46H11.11 CELE_C46H11.11	Caenorhabditis elegans
A0A0K3ATM7	C46H11.11h;	fhod-1 C46H11.11 CELE_C46H11.11	Caenorhabditis elegans
A0A0K3ATN5	K06A5.1c;	uad-2 CELE_K06A5.1 K06A5.1	Caenorhabditis elegans
A0A0K3ATQ5	W05F2.6b;	CELE_W05F2.6 W05F2.6	Caenorhabditis elegans
A0A0K3ATR0	Y105E8A.25d;	rhgf-3 CELE_Y105E8A.25 Y105E8A.25	Caenorhabditis elegans
A0A0K3ATR6	Y105E8B.1l;	lev-11 CELE_Y105E8B.1 Y105E8B.1	Caenorhabditis elegans
A0A0K3ATS1	Y105E8B.1q;	lev-11 CELE_Y105E8B.1 Y105E8B.1	Caenorhabditis elegans
A0A0K3ATS5	Y47G6A.23a;	lpd-3 CELE_Y47G6A.23 Y47G6A.23	Caenorhabditis elegans
A0A0K3ATT8	D1069.4b;	dmsr-4 CELE_D1069.4 D1069.4	Caenorhabditis elegans
A0A0K3ATU6	B0432.14b;	B0432.14 CELE_B0432.14	Caenorhabditis elegans
A0A0K3ATW3	C23H3.9e;	C23H3.9 CELE_C23H3.9	Caenorhabditis elegans
A0A0K3ATW7	C27H5.4c;	mfsd-13.2 C27H5.4 CELE_C27H5.4	Caenorhabditis elegans
A0A0K3ATX0	C50D2.6b;	C50D2.6 CELE_C50D2.6	Caenorhabditis elegans
A0A0K3ATY3	F26H11.2m;	nurf-1 CELE_F26H11.2 F26H11.2	Caenorhabditis elegans
A0A0K3ATZ8	K01A2.5b;	CELE_K01A2.5 K01A2.5	Caenorhabditis elegans
A0A0K3AU13	T01D1.2o;	etr-1 CELE_T01D1.2 T01D1.2	Caenorhabditis elegans
A0A0K3AU20	T01D1.4b;	CELE_T01D1.4 T01D1.4	Caenorhabditis elegans
A0A0K3AU23	T14B4.8c;	CELE_T14B4.8 T14B4.8	Caenorhabditis elegans
A0A0K3AU33	ZK1240.3b;	CELE_ZK1240.3 ZK1240.3	Caenorhabditis elegans
A0A0K3AU39	BE0003N10.6a;	BE0003N10.6 CELE_BE0003N10.6	Caenorhabditis elegans
A0A0K3AU43	C56G7.3b;	elmd-1 C56G7.3 CELE_C56G7.3	Caenorhabditis elegans
A0A0K3AU45	F35G12.5a;	CELE_F35G12.5 F35G12.5	Caenorhabditis elegans
A0A0K3AU49	H06I04.1d;	ccep-135 CELE_H06I04.1 H06I04.1	Caenorhabditis elegans
A0A0K3AU54	K11D2.1b;	CELE_K11D2.1 K11D2.1	Caenorhabditis elegans
A0A0K3AU60	B0511.19;	B0511.19 CELE_B0511.19	Caenorhabditis elegans
A0A0K3AU63	Y111B2A.14e;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3AU69	Y111B2A.14j;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3AU76	Y111B2A.14o;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3AU77	F59A3.6d;F59A3.6f;	rpa-4 CELE_F59A3.6 F59A3.6	Caenorhabditis elegans
A0A0K3AU87	K07A12.5e;	CELE_K07A12.5 K07A12.5	Caenorhabditis elegans
A0A0K3AU90	Y55B1BL.1b;	CELE_Y55B1BL.1 Y55B1BL.1	Caenorhabditis elegans
A0A0K3AU93	M05B5.3b;	CELE_M05B5.3 M05B5.3	Caenorhabditis elegans
A0A0K3AU96	Y55B1BR.6e;	CELE_Y55B1BR.6 Y55B1BR.6	Caenorhabditis elegans
A0A0K3AU99	T23B3.8;	CELE_T23B3.8 T23B3.8	Caenorhabditis elegans
A0A0K3AUA4	W01A8.8b;	CELE_W01A8.8 W01A8.8	Caenorhabditis elegans
A0A0K3AUA6	ZK112.2c;	ncl-1 CELE_ZK112.2 ZK112.2	Caenorhabditis elegans
A0A0K3AUA9	W10C8.4c;	CELE_W10C8.4 W10C8.4	Caenorhabditis elegans
A0A0K3AUB2	ZK1236.9b;	CELE_ZK1236.9 ZK1236.9	Caenorhabditis elegans
A0A0K3AUB5	Y105E8A.25f;	rhgf-3 CELE_Y105E8A.25 Y105E8A.25	Caenorhabditis elegans
A0A0K3AUB7	ZK652.6d;	kcmf-1 CELE_ZK652.6 ZK652.6	Caenorhabditis elegans
A0A0K3AUC0	Y105E8B.1n;	lev-11 CELE_Y105E8B.1 Y105E8B.1	Caenorhabditis elegans
A0A0K3AUC2	Y105E8B.1s;	lev-11 CELE_Y105E8B.1 Y105E8B.1	Caenorhabditis elegans
A0A0K3AUC6	Y47G6A.23c;	lpd-3 CELE_Y47G6A.23 Y47G6A.23	Caenorhabditis elegans
A0A0K3AUC7	C30H6.1h;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3AUD0	C30H6.1m;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3AUD3	Y71F9AL.18b;	parp-1 CELE_Y71F9AL.18 Y71F9AL.18	Caenorhabditis elegans
A0A0K3AUD7	F11E6.4c;	CELE_F11E6.4 F11E6.4	Caenorhabditis elegans
A0A0K3AUD9	Y71G12B.11g;	tln-1 CELE_Y71G12B.11 Y71G12B.11	Caenorhabditis elegans
A0A0K3AUF0	T02D1.6c;	npr-26 CELE_T02D1.6 T02D1.6	Caenorhabditis elegans
A0A0K3AUF2	B0432.7b;	B0432.7 CELE_B0432.7	Caenorhabditis elegans
A0A0K3AUG5	Y116A8C.26d;	snx-13 CELE_Y116A8C.26 Y116A8C.26	Caenorhabditis elegans
A0A0K3AUG7	C04A2.3l;	egl-27 C04A2.3 CELE_C04A2.3	Caenorhabditis elegans
A0A0K3AUH3	C04A2.3q;	egl-27 C04A2.3 CELE_C04A2.3	Caenorhabditis elegans
A0A0K3AUH4	Y116A8C.9b;	CELE_Y116A8C.9 Y116A8C.9	Caenorhabditis elegans
A0A0K3AUI3	C24H12.4d;	C24H12.4 CELE_C24H12.4	Caenorhabditis elegans
A0A0K3AUI7	F56E10.1b;	picd-1 CELE_F56E10.1 F56E10.1	Caenorhabditis elegans
A0A0K3AUI8	C34F11.9e;	dsh-1 C34F11.9 CELE_C34F11.9	Caenorhabditis elegans
A0A0K3AUJ3	Y2H9A.4e;	CELE_Y2H9A.4 Y2H9A.4	Caenorhabditis elegans
A0A0K3AUK7	F26H11.2o;	nurf-1 CELE_F26H11.2 F26H11.2	Caenorhabditis elegans
A0A0K3AUL0	F48A11.4b;	CELE_F48A11.4 F48A11.4	Caenorhabditis elegans
A0A0K3AUL1	F54H5.2b;	CELE_F54H5.2 F54H5.2	Caenorhabditis elegans
A0A0K3AUL9	K01A2.10b;	CELE_K01A2.10 K01A2.10	Caenorhabditis elegans
A0A0K3AUM4	K10B2.1b;	lin-23 CELE_K10B2.1 K10B2.1	Caenorhabditis elegans
A0A0K3AUN6	B0348.5b;	idpp-2 B0348.5 CELE_B0348.5	Caenorhabditis elegans
A0A0K3AUP2	C05E4.14d;	srh-2 C05E4.14 CELE_C05E4.14	Caenorhabditis elegans
A0A0K3AUP8	C05E4.14i;	srh-2 C05E4.14 CELE_C05E4.14	Caenorhabditis elegans
A0A0K3AUQ4	C05E4.4b;	sri-4 C05E4.4 CELE_C05E4.4	Caenorhabditis elegans
A0A0K3AUQ6	T01D1.8b;	CELE_T01D1.8 T01D1.8	Caenorhabditis elegans
A0A0K3AUR1	T19H5.1b;	chil-25 CELE_T19H5.1 T19H5.1	Caenorhabditis elegans
A0A0K3AUR3	C39F7.2c;	madd-2 C39F7.2 CELE_C39F7.2	Caenorhabditis elegans
A0A0K3AUS0	DC2.3d;	lec-12 CELE_DC2.3 DC2.3	Caenorhabditis elegans
A0A0K3AUS1	Y52E8A.4b;	plep-1 CELE_Y52E8A.4 Y52E8A.4	Caenorhabditis elegans
A0A0K3AUS9	F16B4.11k;	nhr-179 CELE_F16B4.11 F16B4.11	Caenorhabditis elegans
A0A0K3AUT2	B0336.1b;	wrm-1 B0336.1 CELE_B0336.1	Caenorhabditis elegans
A0A0K3AUT5	F16H6.4a;	CELE_F16H6.4 F16H6.4	Caenorhabditis elegans
A0A0K3AUT7	BE0003N10.6c;	BE0003N10.6 CELE_BE0003N10.6	Caenorhabditis elegans
A0A0K3AUU0	F22F7.6;	bgnt-1.2 CELE_F22F7.6 F22F7.6	Caenorhabditis elegans
A0A0K3AUU6	F31F4.14b;	sru-25 CELE_F31F4.14 F31F4.14	Caenorhabditis elegans
A0A0K3AUU9	F35G12.5c;	CELE_F35G12.5 F35G12.5	Caenorhabditis elegans
A0A0K3AUV1	F33E11.2b;	CELE_F33E11.2 F33E11.2	Caenorhabditis elegans
A0A0K3AUV6	F36H9.10;	CELE_F36H9.10 F36H9.10	Caenorhabditis elegans
A0A0K3AUV8	R151.1b;	CELE_R151.1 R151.1	Caenorhabditis elegans
A0A0K3AUW2	T26A5.5c;	jhdm-1 CELE_T26A5.5 T26A5.5	Caenorhabditis elegans
A0A0K3AUW5	F48G7.6c;	srt-17 CELE_F48G7.6 F48G7.6	Caenorhabditis elegans
A0A0K3AUW7	Y111B2A.14g;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3AUX0	Y111B2A.14l;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3AUX4	Y111B2A.14r;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3AUX6	Y50D7A.13b;	CELE_Y50D7A.13 Y50D7A.13	Caenorhabditis elegans
A0A0K3AUX9	Y55B1BR.6b;	CELE_Y55B1BR.6 Y55B1BR.6	Caenorhabditis elegans
A0A0K3AUY3	F53E2.1b;	gid-8 tag-304 CELE_F53E2.1 F53E2.1	Caenorhabditis elegans
A0A0K3AUY4	Y66D12A.16c;	CELE_Y66D12A.16 Y66D12A.16	Caenorhabditis elegans
A0A0K3AUY5	F59A7.14;	CELE_F59A7.14 F59A7.14	Caenorhabditis elegans
A0A0K3AUY6	ZK112.2e;	ncl-1 CELE_ZK112.2 ZK112.2	Caenorhabditis elegans
A0A0K3AUY7	H24K24.2c;	CELE_H24K24.2 H24K24.2	Caenorhabditis elegans
A0A0K3AUZ1	H24K24.4e;	trm-2a trm-2A CELE_H24K24.4 H24K24.4	Caenorhabditis elegans
A0A0K3AUZ8	C06A12.19;	C06A12.19 CELE_C06A12.19	Caenorhabditis elegans
A0A0K3AV02	C30H6.1j;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3AV03	K09C6.4b;	srbc-12 CELE_K09C6.4 K09C6.4	Caenorhabditis elegans
A0A0K3AV10	C30H6.1o;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3AV12	M02H5.6c;	nhr-98 CELE_M02H5.6 M02H5.6	Caenorhabditis elegans
A0A0K3AV17	R02C2.3b;	oac-39 CELE_R02C2.3 R02C2.3	Caenorhabditis elegans
A0A0K3AV18	C52D10.3a;	C52D10.3 CELE_C52D10.3	Caenorhabditis elegans
A0A0K3AV21	F49F1.6b;	mul-1 CELE_F49F1.6 F49F1.6	Caenorhabditis elegans
A0A0K3AV28	R09A1.1d;	ergo-1 CELE_R09A1.1 R09A1.1	Caenorhabditis elegans
A0A0K3AV29	T06A10.3c;	gtsf-1 CELE_T06A10.3 T06A10.3	Caenorhabditis elegans
A0A0K3AV31	R09B5.12b;	chil-14 CELE_R09B5.12 R09B5.12	Caenorhabditis elegans
A0A0K3AV34	Y116A8C.14b;	rom-3 CELE_Y116A8C.14 Y116A8C.14	Caenorhabditis elegans
A0A0K3AV42	T01G6.2b;	nhr-131 CELE_T01G6.2 T01G6.2	Caenorhabditis elegans
A0A0K3AV43	Y116A8C.25d;	CELE_Y116A8C.25 Y116A8C.25	Caenorhabditis elegans
A0A0K3AV45	T06A1.4c;	glb-25 CELE_T06A1.4 T06A1.4	Caenorhabditis elegans
A0A0K3AV48	Y116A8C.33b;	CELE_Y116A8C.33 Y116A8C.33	Caenorhabditis elegans
A0A0K3AV49	T10B5.3b;	CELE_T10B5.3 T10B5.3	Caenorhabditis elegans
A0A0K3AV52	Y116A8C.40b;	str-268 CELE_Y116A8C.40 Y116A8C.40	Caenorhabditis elegans
A0A0K3AV53	T10B5.7b;	CELE_T10B5.7 T10B5.7	Caenorhabditis elegans
A0A0K3AV61	B0348.5a;	idpp-2 B0348.5 CELE_B0348.5	Caenorhabditis elegans
A0A0K3AV63	W03F9.1b;	CELE_W03F9.1 W03F9.1	Caenorhabditis elegans
A0A0K3AV67	K02E2.7d;	CELE_K02E2.7 K02E2.7	Caenorhabditis elegans
A0A0K3AV71	Y50D4B.1b;	CELE_Y50D4B.1 Y50D4B.1	Caenorhabditis elegans
A0A0K3AV78	B0348.2b;	B0348.2 CELE_B0348.2	Caenorhabditis elegans
A0A0K3AV81	Y108G3AL.1d;	cul-3 CELE_Y108G3AL.1 Y108G3AL.1	Caenorhabditis elegans
A0A0K3AV85	Y32G9A.2c;	CELE_Y32G9A.2 Y32G9A.2	Caenorhabditis elegans
A0A0K3AV89	Y32G9A.6d;	nphp-2 CELE_Y32G9A.6 Y32G9A.6	Caenorhabditis elegans
A0A0K3AV95	Y32G9B.1e;	CELE_Y32G9B.1 Y32G9B.1	Caenorhabditis elegans
A0A0K3AV98	Y39B6A.40d;	sws-1 CELE_Y39B6A.40 Y39B6A.40	Caenorhabditis elegans
A0A0K3AVA4	Y40B10A.3b;	srab-23 CELE_Y40B10A.3 Y40B10A.3	Caenorhabditis elegans
A0A0K3AVA9	Y40B10A.8b;	nhr-86 CELE_Y40B10A.8 Y40B10A.8	Caenorhabditis elegans
A0A0K3AVB0	B0554.7b;	B0554.7 CELE_B0554.7	Caenorhabditis elegans
A0A0K3AVB2	Y46H3A.5b;	CELE_Y46H3A.5 Y46H3A.5	Caenorhabditis elegans
A0A0K3AVB7	Y46H3C.1b;	srw-100 CELE_Y46H3C.1 Y46H3C.1	Caenorhabditis elegans
A0A0K3AVB8	C05E4.14f;	srh-2 C05E4.14 CELE_C05E4.14	Caenorhabditis elegans
A0A0K3AVC2	Y50D4A.1d;	CELE_Y50D4A.1 Y50D4A.1	Caenorhabditis elegans
A0A0K3AVC3	C05E4.15a;	C05E4.15 CELE_C05E4.15	Caenorhabditis elegans
A0A0K3AVC7	Y50D4B.2b;	CELE_Y50D4B.2 Y50D4B.2	Caenorhabditis elegans
A0A0K3AVD0	C14C6.2b;	C14C6.2 CELE_C14C6.2	Caenorhabditis elegans
A0A0K3AVD4	Y50D4B.4e;	CELE_Y50D4B.4 Y50D4B.4	Caenorhabditis elegans
A0A0K3AVD6	C39F7.1a;	C39F7.1 CELE_C39F7.1	Caenorhabditis elegans
A0A0K3AVD7	Y50D4C.1f;	unc-34 CELE_Y50D4C.1 Y50D4C.1	Caenorhabditis elegans
A0A0K3AVE2	Y50D4C.5b;	CELE_Y50D4C.5 Y50D4C.5	Caenorhabditis elegans
A0A0K3AVE3	C45H4.11d;	srbc-20 C45H4.11 CELE_C45H4.11	Caenorhabditis elegans
A0A0K3AVE6	Y75B7AL.1b;	glb-33 CELE_Y75B7AL.1 Y75B7AL.1	Caenorhabditis elegans
A0A0K3AVE8	DC2.3f;	lec-12 CELE_DC2.3 DC2.3	Caenorhabditis elegans
A0A0K3AVE9	Y75B7AL.4f;	rga-4 CELE_Y75B7AL.4 Y75B7AL.4	Caenorhabditis elegans
A0A0K3AVF2	ZK6.10b;	dod-19 CELE_ZK6.10 ZK6.10	Caenorhabditis elegans
A0A0K3AVF6	ZK697.2b;	nhr-256 CELE_ZK697.2 ZK697.2	Caenorhabditis elegans
A0A0K3AVF8	F16B4.6b;	CELE_F16B4.6 F16B4.6	Caenorhabditis elegans
A0A0K3AVG3	F22F7.12;	CELE_F22F7.12 F22F7.12	Caenorhabditis elegans
A0A0K3AVG4	F52E10.4c;	CELE_F52E10.4 F52E10.4	Caenorhabditis elegans
A0A0K3AVG7	F22F7.7c;	CELE_F22F7.7 F22F7.7	Caenorhabditis elegans
A0A0K3AVH4	F31F4.15b;	fbxa-72 CELE_F31F4.15 F31F4.15	Caenorhabditis elegans
A0A0K3AVH5	C23F12.1f;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
A0A0K3AVH8	C23F12.1k;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
A0A0K3AVI2	F36F12.1b;	CELE_F36F12.1 F36F12.1	Caenorhabditis elegans
A0A0K3AVI4	C23F12.1p;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
A0A0K3AVI8	F36H9.2c;	CELE_F36H9.2 F36H9.2	Caenorhabditis elegans
A0A0K3AVJ4	F48G7.12b;	CELE_F48G7.12 F48G7.12	Caenorhabditis elegans
A0A0K3AVK6	C40C9.5i;	nlg-1 C40C9.5 CELE_C40C9.5	Caenorhabditis elegans
A0A0K3AVL7	F52H2.2b;	aat-3 CELE_F52H2.2 F52H2.2	Caenorhabditis elegans
A0A0K3AVM5	F53H2.1c;	CELE_F53H2.1 F53H2.1	Caenorhabditis elegans
A0A0K3AVN2	F59A7.5d;	CELE_F59A7.5 F59A7.5	Caenorhabditis elegans
A0A0K3AVN5	R04A9.9a;	CELE_R04A9.9 R04A9.9	Caenorhabditis elegans
A0A0K3AVN9	T03G11.1d;	pqn-62 CELE_T03G11.1 T03G11.1	Caenorhabditis elegans
A0A0K3AVP2	H24O09.1b;	srbc-40 CELE_H24O09.1 H24O09.1	Caenorhabditis elegans
A0A0K3AVP5	T18D3.3b;	cdf-2 CELE_T18D3.3 T18D3.3	Caenorhabditis elegans
A0A0K3AVP7	K04F1.3b;	srw-98 CELE_K04F1.3 K04F1.3	Caenorhabditis elegans
A0A0K3AVR5	K10C9.4b;	CELE_K10C9.4 K10C9.4	Caenorhabditis elegans
A0A0K3AVR9	M02H5.10b;	srh-34 CELE_M02H5.10 M02H5.10	Caenorhabditis elegans
A0A0K3AVS5	M02H5.8a;	CELE_M02H5.8 M02H5.8	Caenorhabditis elegans
A0A0K3AVT4	R09A1.2b;	pei-2 CELE_R09A1.2 R09A1.2	Caenorhabditis elegans
A0A0K3AVT8	R11G11.16;	CELE_R11G11.16 R11G11.16	Caenorhabditis elegans
A0A0K3AVU3	R13D11.4b;	CELE_R13D11.4 R13D11.4	Caenorhabditis elegans
A0A0K3AVU8	T02B11.12;	srlf-22 CELE_T02B11.12 T02B11.12	Caenorhabditis elegans
A0A0K3AVV4	T08B1.1b;	CELE_T08B1.1 T08B1.1	Caenorhabditis elegans
A0A0K3AVV8	T10B5.4b;	CELE_T10B5.4 T10B5.4	Caenorhabditis elegans
A0A0K3AVX0	T21H3.3b;	cmd-1 CELE_T21H3.3 T21H3.3	Caenorhabditis elegans
A0A0K3AVX4	W01A11.1b;	CELE_W01A11.1 W01A11.1	Caenorhabditis elegans
A0A0K3AVX9	W07B8.4b;	CELE_W07B8.4 W07B8.4	Caenorhabditis elegans
A0A0K3AVZ0	Y32G9A.3c;	CELE_Y32G9A.3 Y32G9A.3	Caenorhabditis elegans
A0A0K3AVZ6	Y32G9A.6f;	nphp-2 CELE_Y32G9A.6 Y32G9A.6	Caenorhabditis elegans
A0A0K3AW00	Y38C9A.2c;	cgp-1 CELE_Y38C9A.2 Y38C9A.2	Caenorhabditis elegans
A0A0K3AW06	Y39D8B.1b;	mltn-7 CELE_Y39D8B.1 Y39D8B.1	Caenorhabditis elegans
A0A0K3AW13	Y40B10A.5b;	CELE_Y40B10A.5 Y40B10A.5	Caenorhabditis elegans
A0A0K3AW18	Y40B10B.2b;	srj-15 CELE_Y40B10B.2 Y40B10B.2	Caenorhabditis elegans
A0A0K3AW23	Y46H3A.6c;	gly-7 CELE_Y46H3A.6 Y46H3A.6	Caenorhabditis elegans
A0A0K3AW28	Y46H3D.6b;	nhr-237 CELE_Y46H3D.6 Y46H3D.6	Caenorhabditis elegans
A0A0K3AW32	Y50D4A.4d;	CELE_Y50D4A.4 Y50D4A.4	Caenorhabditis elegans
A0A0K3AW37	Y50D4B.4b;	CELE_Y50D4B.4 Y50D4B.4	Caenorhabditis elegans
A0A0K3AW41	Y50D4C.1c;	unc-34 CELE_Y50D4C.1 Y50D4C.1	Caenorhabditis elegans
A0A0K3AW52	Y61A9LA.7b;	CELE_Y61A9LA.7 Y61A9LA.7	Caenorhabditis elegans
A0A0K3AW57	Y75B7AL.4c;	rga-4 CELE_Y75B7AL.4 Y75B7AL.4	Caenorhabditis elegans
A0A0K3AW74	ZK697.7b;	srab-25 CELE_ZK697.7 ZK697.7	Caenorhabditis elegans
A0A0K3AW79	C44H4.7d;	eor-2 C44H4.7 CELE_C44H4.7	Caenorhabditis elegans
A0A0K3AW92	C17H11.6e;	C17H11.6 CELE_C17H11.6	Caenorhabditis elegans
A0A0K3AW96	C23F12.1h;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
A0A0K3AWA2	C23F12.1m;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
A0A0K3AWA7	C29F7.2b;	C29F7.2 CELE_C29F7.2	Caenorhabditis elegans
A0A0K3AWB0	F09B9.1b;	oac-14 CELE_F09B9.1 F09B9.1	Caenorhabditis elegans
A0A0K3AWB5	F52B10.3b;	CELE_F52B10.3 F52B10.3	Caenorhabditis elegans
A0A0K3AWB8	F57C7.1d;	bet-2 CELE_F57C7.1 F57C7.1	Caenorhabditis elegans
A0A0K3AWD3	K09E9.1b;	CELE_K09E9.1 K09E9.1	Caenorhabditis elegans
A0A0K3AWG2	T05A10.5c;	vap-2 CELE_T05A10.5 T05A10.5	Caenorhabditis elegans
A0A0K3AWH0	Y102A11A.9a;	CELE_Y102A11A.9 Y102A11A.9	Caenorhabditis elegans
A0A0K3AWK6	C46H11.11f;	fhod-1 C46H11.11 CELE_C46H11.11	Caenorhabditis elegans
A0A0K3AWM1	M05B5.3c;	CELE_M05B5.3 M05B5.3	Caenorhabditis elegans
A0A0K3AWM9	W01B11.5c;	pqn-72 CELE_W01B11.5 W01B11.5	Caenorhabditis elegans
A0A0K3AWN2	W10C8.4d;	CELE_W10C8.4 W10C8.4	Caenorhabditis elegans
A0A0K3AWN6	Y105E8A.25g;	rhgf-3 CELE_Y105E8A.25 Y105E8A.25	Caenorhabditis elegans
A0A0K3AWP0	Y105E8B.1o;	lev-11 CELE_Y105E8B.1 Y105E8B.1	Caenorhabditis elegans
A0A0K3AWP2	Y44E3A.1c;	CELE_Y44E3A.1 Y44E3A.1	Caenorhabditis elegans
A0A0K3AWP8	Y47G6A.23d;	lpd-3 CELE_Y47G6A.23 Y47G6A.23	Caenorhabditis elegans
A0A0K3AWQ2	Y71F9AL.18c;	parp-1 CELE_Y71F9AL.18 Y71F9AL.18	Caenorhabditis elegans
A0A0K3AWQ7	ZC308.1e;	gld-2 CELE_ZC308.1 ZC308.1	Caenorhabditis elegans
A0A0K3AWR5	2L52.1b;	2L52.1 CELE_2L52.1	Caenorhabditis elegans
A0A0K3AWR8	C03H5.3b;	C03H5.3 CELE_C03H5.3	Caenorhabditis elegans
A0A0K3AWT1	C04A2.3r;	egl-27 C04A2.3 CELE_C04A2.3	Caenorhabditis elegans
A0A0K3AWU0	C24H12.5d;	dnsn-1 C24H12.5 CELE_C24H12.5	Caenorhabditis elegans
A0A0K3AWU4	C34F11.9f;	dsh-1 C34F11.9 CELE_C34F11.9	Caenorhabditis elegans
A0A0K3AWU9	D1069.2b;	cpn-2 CELE_D1069.2 D1069.2	Caenorhabditis elegans
A0A0K3AWW5	F26H11.2p;	nurf-1 CELE_F26H11.2 F26H11.2	Caenorhabditis elegans
A0A0K3AWX6	F54H5.2c;	CELE_F54H5.2 F54H5.2	Caenorhabditis elegans
A0A0K3AWY0	K01A2.2d;	far-7 CELE_K01A2.2 K01A2.2	Caenorhabditis elegans
A0A0K3AWY7	K10B2.1c;	lin-23 CELE_K10B2.1 K10B2.1	Caenorhabditis elegans
A0A0K3AX10	T01D1.2r;	etr-1 CELE_T01D1.2 T01D1.2	Caenorhabditis elegans
A0A0K3AX20	T04B8.5d;	CELE_T04B8.5 T04B8.5	Caenorhabditis elegans
A0A0K3AX26	T25D3.4b;	CELE_T25D3.4 T25D3.4	Caenorhabditis elegans
A0A0K3AX31	Y43H11AL.1e;	CELE_Y43H11AL.1 Y43H11AL.1	Caenorhabditis elegans
A0A0K3AX41	ZK112.2a;	ncl-1 CELE_ZK112.2 ZK112.2	Caenorhabditis elegans
A0A0K3AX46	BE0003N10.3a;	fbxo-11.2 BE0003N10.3 CELE_BE0003N10.3	Caenorhabditis elegans
A0A0K3AX50	BE0003N10.6d;	BE0003N10.6 CELE_BE0003N10.6	Caenorhabditis elegans
A0A0K3AX60	F48E8.8b;	CELE_F48E8.8 F48E8.8	Caenorhabditis elegans
A0A0K3AX65	R01H2.4a;	CELE_R01H2.4 R01H2.4	Caenorhabditis elegans
A0A0K3AX69	R151.1c;	CELE_R151.1 R151.1	Caenorhabditis elegans
A0A0K3AX73	Y111B2A.14c;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3AX79	Y111B2A.14h;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3AX82	Y111B2A.14m;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3AX91	Y53G8AL.4b;	CELE_Y53G8AL.4 Y53G8AL.4	Caenorhabditis elegans
A0A0K3AX96	Y55B1BR.6c;	CELE_Y55B1BR.6 Y55B1BR.6	Caenorhabditis elegans
A0A0K3AXA5	Y66D12A.16d;	CELE_Y66D12A.16 Y66D12A.16	Caenorhabditis elegans
A0A0K3AXB1	ZK112.2f;	ncl-1 CELE_ZK112.2 ZK112.2	Caenorhabditis elegans
A0A0K3AXB5	ZK353.10b;	CELE_ZK353.10 ZK353.10	Caenorhabditis elegans
A0A0K3AXC2	C30H6.1k;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3AXC6	C30H6.1p;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3AXD0	C52D10.3b;	C52D10.3 CELE_C52D10.3	Caenorhabditis elegans
A0A0K3AXD3	T02D1.6a;	npr-26 CELE_T02D1.6 T02D1.6	Caenorhabditis elegans
A0A0K3AXF0	Y116A8C.25e;	CELE_Y116A8C.25 Y116A8C.25	Caenorhabditis elegans
A0A0K3AXF6	Y116A8C.35b;	uaf-2 CELE_Y116A8C.35 Y116A8C.35	Caenorhabditis elegans
